Job titles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Country,Salary
Classroom Teacher,0.2,8,31,0.2580645161290322,Data & IT,Laos,560.0
Maid,0.2,25,154,0.1623376623376623,Sales & Marketing,Laos,560.0
Organizer,0.35,823,3094,0.2659987071751777,Administrative & Clerical,Indonesia,541.25
Vp Of Engineering,0.1,1090,4331,0.2516739782960055,Hospitality,Cambodia,560.0
Business Director,0.25,186,1358,0.1369661266568483,Sales & Marketing,Vietnam,556.25
Business Instructor,0.3,130,859,0.1513387660069848,Law Enforcement,Philippines,550.0
Billing Assistant,0.3,215,1335,0.1610486891385767,Construction,Philippines,550.0
Bookseller,0.55,81,661,0.1225416036308623,Administrative & Clerical,Malaysia,458.75
Wic Nutritionist,0.11,469,2141,0.2190565156468939,Medical & Healthcare,Myanmar,578.25
Retail Assistant,0.2,220,1135,0.1938325991189427,Law Enforcement,Laos,560.0
Aircraft Technician,0.4,434,1406,0.3086770981507823,Supply Chain & Logistics,Thailand,530.0
Field Operator,0.2,114,887,0.1285231116121758,Leadership & Strategy,Laos,560.0
Substation Technician,0.16,498,2066,0.2410454985479186,Leadership & Strategy,Laos,578.0
Car Dealer,0.22,5,20,0.25,Supply Chain & Logistics,Vietnam,570.5
Health And Safety Manager,0.2,203,1303,0.1557943207981581,Sales & Marketing,Laos,560.0
Transmission Engineer,0.2,143,1191,0.1200671704450042,Hospitality,Laos,560.0
Medical Collector,0.7,10,52,0.1923076923076923,Administrative & Clerical,Singapore,380.0
Sales Operations Analyst,0.65,157,1053,0.1490978157644824,Sales & Marketing,Singapore,410.0
Low Voltage Electrician,0.1,529,1951,0.2711430035879036,Data & IT,Cambodia,560.0
Insurance Manager,0.4,700,2137,0.3275620028076743,Construction,Thailand,530.0
Field Worker,0.1,209,716,0.2918994413407821,Hospitality,Cambodia,560.0
Math Instructor,0.07,841,3540,0.2375706214689265,Law Enforcement,Cambodia,572.0
Boilermaker,0.25,59,495,0.1191919191919192,Construction,Vietnam,556.25
Assistant Portfolio Manager,0.05,999,3892,0.2566803699897225,Medical & Healthcare,Cambodia,580.0
Freelancer,0.63,120,974,0.1232032854209445,Construction,Singapore,422.0
Physical Therapy Technician,0.05,558,2748,0.2030567685589519,Supply Chain & Logistics,Cambodia,580.0
Junior Analyst,0.3,372,2481,0.1499395405078597,Leadership & Strategy,Philippines,550.0
Restaurant Manager,0.3,236,1944,0.1213991769547325,Law Enforcement,Philippines,550.0
Clinical Data Coordinator,0.4,859,2499,0.3437374949979992,Administrative & Clerical,Thailand,530.0
Php Web Developer,0.4,568,2182,0.2603116406966086,Construction,Thailand,530.0
Financial Analyst,0.7,172,1125,0.1528888888888888,Construction,Singapore,380.0
Sales Marketing,0.5,211,2001,0.1054472763618191,Sales & Marketing,Malaysia,487.5
Handyman,0.18,212,919,0.2306855277475517,Hospitality,Laos,569.0
Technical Support,0.45,204,2014,0.1012909632571996,Supply Chain & Logistics,Malaysia,516.25
Baker,0.2,316,1344,0.2351190476190476,Leadership & Strategy,Laos,560.0
Senior Software Developer,0.25,952,2436,0.3908045977011494,Law Enforcement,Vietnam,556.25
Assistant Producer,0.57,118,924,0.1277056277056277,Administrative & Clerical,Singapore,458.0
Fuel Truck Driver,0.4,58,180,0.3222222222222222,Law Enforcement,Thailand,530.0
Occupational Nurse,0.05,438,2092,0.2093690248565965,Law Enforcement,Cambodia,580.0
Appraiser,0.35,177,1268,0.139589905362776,Administrative & Clerical,Indonesia,541.25
Colorist,0.05,965,4307,0.2240538657998607,Data & IT,Cambodia,580.0
Orthopedic Nurse Practitioner,0.12,438,1543,0.2838626053143227,Hospitality,Myanmar,574.0
Fisheries Technician,0.2,136,1095,0.1242009132420091,Law Enforcement,Laos,560.0
Quality Control Chemist,0.2,151,1430,0.1055944055944056,Sales & Marketing,Laos,560.0
Nursing Home Administrator,0.4,440,1692,0.260047281323877,Sales & Marketing,Thailand,530.0
Creative Producer,0.4,898,3016,0.2977453580901856,Data & IT,Thailand,530.0
Social Service Worker,0.1,908,4129,0.2199079680310002,Construction,Cambodia,560.0
Exercise Physiologist,0.2,645,2517,0.2562574493444577,Communication & PR,Laos,560.0
Regulatory Affairs Specialist,0.45,197,1814,0.1085997794928335,Communication & PR,Malaysia,516.25
Economic Analyst,0.25,206,1401,0.1470378301213419,Sales & Marketing,Vietnam,556.25
Associate Buyer,0.4,710,2181,0.3255387436955525,Supply Chain & Logistics,Thailand,530.0
Application Developer,0.7,151,1045,0.1444976076555024,Construction,Singapore,380.0
Clinical Data Manager,0.45,739,2535,0.2915187376725838,Law Enforcement,Malaysia,516.25
Landscape Laborer,0.1,224,706,0.3172804532577903,Hospitality,Cambodia,560.0
Early Intervention Specialist,0.5,418,1440,0.2902777777777778,Hospitality,Malaysia,487.5
Cognos Developer,0.5,161,1098,0.1466302367941712,Supply Chain & Logistics,Malaysia,487.5
Financial Data Analyst,0.6,196,1403,0.1397006414825374,Communication & PR,Singapore,440.0
Stock Manager,0.35,661,2265,0.291832229580574,Communication & PR,Indonesia,541.25
Hr Manager,0.2,299,1960,0.1525510204081632,Leadership & Strategy,Laos,560.0
Safety Officer,0.25,463,1279,0.3620015637216575,Medical & Healthcare,Vietnam,556.25
Bank Examiner,0.15,817,3332,0.2451980792316926,Law Enforcement,Myanmar,561.25
Ironworker,0.1,348,1201,0.2897585345545378,Supply Chain & Logistics,Cambodia,560.0
Communications Officer,0.4,842,2542,0.3312352478363493,Hospitality,Thailand,530.0
Implementation Manager,0.2,291,1948,0.1493839835728952,Data & IT,Laos,560.0
Pbx Operator,0.1,741,3424,0.2164135514018691,Communication & PR,Cambodia,560.0
Horse Trainer,0.15,230,885,0.2598870056497175,Administrative & Clerical,Myanmar,561.25
Accounts Receivable Specialist,0.4,713,2253,0.3164669329782512,Communication & PR,Thailand,530.0
Building Maintenance,0.3,131,890,0.147191011235955,Communication & PR,Philippines,550.0
Dog Bather,0.1,203,972,0.2088477366255144,Sales & Marketing,Cambodia,560.0
Marketing Copywriter,0.1,981,4424,0.2217450271247739,Communication & PR,Cambodia,560.0
Surgical Assistant,0.6,44,375,0.1173333333333333,Communication & PR,Singapore,440.0
Refrigeration Engineer,0.15,122,500,0.244,Supply Chain & Logistics,Myanmar,561.25
Freelance Writer,0.2,1186,4899,0.2420902224943866,Medical & Healthcare,Laos,560.0
Program Officer,0.25,722,1874,0.3852721451440768,Supply Chain & Logistics,Vietnam,556.25
Sharepoint Administrator,0.35,1002,3274,0.3060476481368356,Administrative & Clerical,Indonesia,541.25
Theater Manager,0.4,472,1739,0.2714203565267395,Administrative & Clerical,Thailand,530.0
Technical Artist,0.3,321,2409,0.1332503113325031,Supply Chain & Logistics,Philippines,550.0
Build Engineer,0.28,189,1523,0.124097176625082,Leadership & Strategy,Philippines,560.0
Marketing Officer,0.2,496,3180,0.1559748427672956,Administrative & Clerical,Laos,560.0
Generalist,0.4,527,1657,0.3180446590223295,Leadership & Strategy,Thailand,530.0
Outside Machinist,0.3,102,664,0.1536144578313253,Data & IT,Philippines,550.0
Communications Manager,0.98,365,2546,0.143362136684996,Communication & PR,Singapore,212.0
Renal Dietitian,0.12,487,2005,0.2428927680798005,Law Enforcement,Myanmar,574.0
Wholesale Account Executive,0.15,1080,4211,0.2564711469959629,Hospitality,Myanmar,561.25
Framer,0.2,41,439,0.0933940774487471,Medical & Healthcare,Laos,560.0
Hospice Nurse,0.05,363,1498,0.2423230974632843,Data & IT,Cambodia,580.0
Qa Software Tester,0.7,127,918,0.1383442265795207,Law Enforcement,Singapore,380.0
Mail Processing,0.88,189,1336,0.1414670658682634,Medical & Healthcare,Singapore,272.0
Insurance Agent,0.2,211,1490,0.1416107382550335,Supply Chain & Logistics,Laos,560.0
Hospital Security Officer,0.25,171,1185,0.1443037974683544,Leadership & Strategy,Vietnam,556.25
Financial Systems Analyst,0.55,163,1195,0.1364016736401673,Hospitality,Malaysia,458.75
Training Administrator,0.3,299,1876,0.1593816631130064,Supply Chain & Logistics,Philippines,550.0
Fitness Trainer,0.2,191,1280,0.14921875,Medical & Healthcare,Laos,560.0
Technical Account Manager,0.15,1181,4640,0.2545258620689655,Law Enforcement,Myanmar,561.25
Assistant Teacher,0.25,232,1554,0.1492921492921493,Communication & PR,Vietnam,556.25
Customer Service Consultant,0.2,10,60,0.1666666666666666,Communication & PR,Laos,560.0
Aircraft Dispatcher,0.15,450,1829,0.2460360852925095,Hospitality,Myanmar,561.25
Cmm Operator,0.2,5,40,0.125,Data & IT,Laos,560.0
Private Duty Nurse,0.21,114,1168,0.0976027397260274,Sales & Marketing,Vietnam,575.25
Wellness Coordinator,0.25,449,1517,0.2959789057350033,Sales & Marketing,Vietnam,556.25
Real Estate Accountant,0.2,175,1369,0.1278305332359386,Sales & Marketing,Laos,560.0
Configuration Manager,0.4,701,2069,0.3388110198163364,Communication & PR,Thailand,530.0
Dialysis Nurse,0.4,453,1512,0.2996031746031746,Administrative & Clerical,Thailand,530.0
Dental,0.05,515,1855,0.2776280323450135,Sales & Marketing,Cambodia,580.0
Patient Coordinator,0.25,524,1538,0.3407022106631989,Sales & Marketing,Vietnam,556.25
Chief Human Resources Officer,0.15,916,3721,0.2461703843052942,Supply Chain & Logistics,Myanmar,561.25
Customer Service Agent,0.1,1085,4191,0.2588880935337628,Construction,Cambodia,560.0
Communication Technician,0.3,195,1343,0.1451973194341027,Supply Chain & Logistics,Philippines,550.0
Emergency Medicine Physician,0.05,521,1877,0.2775705913692062,Data & IT,Cambodia,580.0
Inpatient Coder,0.68,117,752,0.1555851063829787,Law Enforcement,Singapore,392.0
Psychometrician,0.15,729,2848,0.2559691011235955,Sales & Marketing,Myanmar,561.25
Stationary Engineer,0.15,117,503,0.2326043737574552,Law Enforcement,Myanmar,561.25
Family Therapist,0.25,221,1724,0.1281902552204176,Sales & Marketing,Vietnam,556.25
Math Teacher,0.1,536,2215,0.2419864559819413,Law Enforcement,Cambodia,560.0
Healthcare Management,0.45,505,1644,0.3071776155717761,Hospitality,Malaysia,516.25
Infrastructure Architect,0.7,148,1304,0.1134969325153374,Law Enforcement,Singapore,380.0
Assistant,0.82,240,1600,0.15,Administrative & Clerical,Singapore,308.0
Data Clerk,0.9,317,2258,0.1403897254207263,Data & IT,Singapore,260.0
Trainee,0.2,180,1399,0.128663330950679,Medical & Healthcare,Laos,560.0
Web Designer,0.4,667,2649,0.2517931294828237,Leadership & Strategy,Thailand,530.0
Legal Consultant,0.3,220,1464,0.1502732240437158,Leadership & Strategy,Philippines,550.0
Casino Host,0.25,183,1397,0.1309949892627058,Data & IT,Vietnam,556.25
Surgical Coordinator,0.3,120,774,0.1550387596899224,Data & IT,Philippines,550.0
Community Outreach Specialist,0.4,926,2851,0.3247983163802174,Supply Chain & Logistics,Thailand,530.0
Histologist,0.3,113,1142,0.0989492119089317,Construction,Philippines,550.0
Clinical Documentation Specialist,0.1,775,3049,0.2541816989176779,Supply Chain & Logistics,Cambodia,560.0
Restaurant Worker,0.26,356,1071,0.3323996265172735,Construction,Philippines,570.0
Field Marketing Representative,0.1,1115,4804,0.232098251457119,Hospitality,Cambodia,560.0
Mig Welder,0.1,185,836,0.2212918660287081,Law Enforcement,Cambodia,560.0
Underground Miner,0.36,286,1124,0.2544483985765124,Construction,Thailand,552.0
Logistics Manager,0.2,300,1983,0.151285930408472,Leadership & Strategy,Laos,560.0
Site Engineer,0.4,461,1551,0.2972275950999355,Administrative & Clerical,Thailand,530.0
Gis Analyst,0.35,511,1434,0.3563458856345886,Sales & Marketing,Indonesia,541.25
Electronic Assembler,0.65,59,497,0.1187122736418511,Data & IT,Singapore,410.0
Java Engineer,0.6,110,796,0.1381909547738693,Administrative & Clerical,Singapore,440.0
Phlebotomy,0.4,171,710,0.2408450704225352,Construction,Thailand,530.0
Retail Salesperson,0.25,558,1409,0.3960255500354862,Administrative & Clerical,Vietnam,556.25
City Planner,0.2,845,3511,0.240672173170037,Data & IT,Laos,560.0
Inside Sales Representative,0.55,192,1716,0.1118881118881118,Administrative & Clerical,Malaysia,458.75
Sewing,0.4,143,512,0.279296875,Data & IT,Thailand,530.0
Deckhand,0.1,199,635,0.3133858267716535,Supply Chain & Logistics,Cambodia,560.0
Hospitalist,0.1,434,1789,0.242593627724986,Data & IT,Cambodia,560.0
Litigation Paralegal,0.4,554,1932,0.2867494824016563,Data & IT,Thailand,530.0
Product Owner,0.35,1045,3492,0.2992554410080183,Leadership & Strategy,Indonesia,541.25
Patient Access Representative,0.35,441,1710,0.2578947368421053,Sales & Marketing,Indonesia,541.25
Travel Counselor,0.4,565,2101,0.2689195621132794,Hospitality,Thailand,530.0
Java,0.6,103,740,0.1391891891891891,Communication & PR,Singapore,440.0
Junior Data Analyst,0.45,699,2417,0.289201489449731,Sales & Marketing,Malaysia,516.25
Freelance Copywriter,0.2,1190,4933,0.2412325157105209,Leadership & Strategy,Laos,560.0
Nuclear Pharmacist,0.2,143,939,0.1522896698615548,Sales & Marketing,Laos,560.0
Product Marketing Manager,0.51,173,1350,0.1281481481481481,Law Enforcement,Malaysia,481.75
Front End Engineer,0.7,158,1093,0.1445562671546203,Communication & PR,Singapore,380.0
Tree Climber,0.15,474,1836,0.2581699346405229,Supply Chain & Logistics,Myanmar,561.25
Linux System Administrator,0.5,189,1387,0.1362653208363374,Hospitality,Malaysia,487.5
Mortgage Specialist,0.15,977,3902,0.2503844182470528,Data & IT,Myanmar,561.25
Hvac Mechanic,0.35,206,807,0.2552664188351921,Data & IT,Indonesia,541.25
Eligibility Specialist,0.5,154,1110,0.1387387387387387,Law Enforcement,Malaysia,487.5
Dog Trainer,0.2,5,6,0.8333333333333334,Supply Chain & Logistics,Laos,560.0
Er Nurse,0.5,318,1122,0.2834224598930481,Data & IT,Malaysia,487.5
Apartment Property Manager,0.25,233,1537,0.1515940143135979,Construction,Vietnam,556.25
Marketer,0.3,288,2208,0.1304347826086956,Law Enforcement,Philippines,550.0
Vmware Administrator,0.6,125,1355,0.092250922509225,Supply Chain & Logistics,Singapore,440.0
Epic Analyst,0.75,114,798,0.1428571428571428,Data & IT,Singapore,350.0
Bookkeeper,0.65,141,911,0.1547749725576289,Supply Chain & Logistics,Singapore,410.0
Ekg Technician,0.3,111,668,0.1661676646706587,Leadership & Strategy,Philippines,550.0
Phlebotomist,0.3,104,592,0.1756756756756756,Administrative & Clerical,Philippines,550.0
Cultivator,0.1,275,1104,0.2490942028985507,Sales & Marketing,Cambodia,560.0
Digital Marketing Specialist,0.55,241,1923,0.12532501300052,Communication & PR,Malaysia,458.75
Marketing Communications Specialist,0.25,586,3251,0.1802522300830513,Medical & Healthcare,Vietnam,556.25
Software Product Manager,0.7,181,1472,0.1229619565217391,Administrative & Clerical,Singapore,380.0
Senior Program Manager,0.15,1213,5052,0.2401029295328582,Communication & PR,Myanmar,561.25
Regional Sales Director,0.24,270,1942,0.1390319258496395,Construction,Vietnam,561.0
Field Representative,0.4,682,2146,0.3178005591798695,Data & IT,Thailand,530.0
Digital Marketing Analyst,0.55,240,1911,0.1255886970172684,Law Enforcement,Malaysia,458.75
Special Needs Teacher,0.15,940,3542,0.2653867871259175,Law Enforcement,Myanmar,561.25
Legal Officer,0.25,295,1961,0.1504334523202447,Medical & Healthcare,Vietnam,556.25
Flight Nurse,0.28,177,1511,0.1171409662475182,Medical & Healthcare,Philippines,560.0
Field Service Technician,0.43,581,1682,0.3454221165279429,Hospitality,Malaysia,527.75
Stress Engineer,0.3,145,1219,0.1189499589827727,Medical & Healthcare,Philippines,550.0
Cmm Programmer,0.4,295,919,0.3210010881392818,Construction,Thailand,530.0
Principal Engineer,0.3,163,1140,0.1429824561403508,Data & IT,Philippines,550.0
Executive Housekeeper,0.25,201,1261,0.1593973037272006,Construction,Vietnam,556.25
Store Supervisor,0.2,221,1317,0.1678056188306757,Supply Chain & Logistics,Laos,560.0
Hospital Director,0.25,164,1291,0.1270333075135553,Law Enforcement,Vietnam,556.25
Student Advisor,0.2,251,1448,0.173342541436464,Law Enforcement,Laos,560.0
Sas Analyst,0.45,173,1731,0.0999422299248989,Data & IT,Malaysia,516.25
Automotive Service Manager,0.25,133,1044,0.1273946360153256,Construction,Vietnam,556.25
Entry Level Accountant,0.35,481,1585,0.3034700315457413,Construction,Indonesia,541.25
Hvac Apprentice,0.25,188,1582,0.1188369152970922,Medical & Healthcare,Vietnam,556.25
Laboratory Technician,0.45,425,1462,0.2906976744186046,Leadership & Strategy,Malaysia,516.25
Behavioral Therapist,0.15,786,2995,0.2624373956594323,Supply Chain & Logistics,Myanmar,561.25
Production Engineer,0.37,668,2485,0.2688128772635815,Medical & Healthcare,Thailand,546.5
Stage Hand,0.3,76,879,0.08646188850967,Law Enforcement,Philippines,550.0
Pega Developer,0.7,132,932,0.1416309012875536,Construction,Singapore,380.0
Retail Sales Manager,0.25,649,1685,0.3851632047477745,Data & IT,Vietnam,556.25
Brand Manager,0.45,862,2975,0.2897478991596638,Communication & PR,Malaysia,516.25
Child Advocate,0.1,602,2522,0.2386994448850119,Leadership & Strategy,Cambodia,560.0
Pediatric Physician Assistant,0.2,154,922,0.1670281995661605,Law Enforcement,Laos,560.0
Hvac Installer,0.28,206,1696,0.1214622641509434,Sales & Marketing,Philippines,560.0
Nurse Educator,0.15,562,2345,0.2396588486140725,Medical & Healthcare,Myanmar,561.25
Shift Engineer,0.25,339,1086,0.3121546961325966,Leadership & Strategy,Vietnam,556.25
Personal Fitness Trainer,0.25,403,1149,0.350739773716275,Leadership & Strategy,Vietnam,556.25
Obstetrician,0.12,412,1462,0.2818057455540356,Administrative & Clerical,Myanmar,574.0
Investment Banker,0.25,277,1869,0.1482075976457998,Data & IT,Vietnam,556.25
Clinical Trial Manager,0.5,173,1744,0.099197247706422,Hospitality,Malaysia,487.5
Steamfitter,0.17,486,2023,0.2402372713791399,Data & IT,Laos,573.5
Tour Manager,0.22,192,1442,0.1331484049930651,Data & IT,Vietnam,570.5
Sound Technician,0.4,424,1317,0.3219438116932422,Leadership & Strategy,Thailand,530.0
Residence Manager,0.2,895,3577,0.25020967291026,Law Enforcement,Laos,560.0
Automotive Sales Manager,0.3,227,1439,0.1577484364141765,Law Enforcement,Philippines,550.0
Document Control Manager,0.5,243,2055,0.1182481751824817,Construction,Malaysia,487.5
Market Research Analyst,0.4,1046,3372,0.3102016607354685,Law Enforcement,Thailand,530.0
Warehouseman,0.3,90,630,0.1428571428571428,Medical & Healthcare,Philippines,550.0
Store Clerk,0.2,208,1094,0.1901279707495429,Medical & Healthcare,Laos,560.0
Personal Care Attendant,0.2,130,935,0.1390374331550802,Construction,Laos,560.0
Radiation Safety Officer,0.15,649,2822,0.2299787384833451,Data & IT,Myanmar,561.25
Babysitter,0.1,305,1208,0.2524834437086092,Supply Chain & Logistics,Cambodia,560.0
Yard Laborer,0.2,159,1105,0.1438914027149321,Law Enforcement,Laos,560.0
Lvn,0.15,572,2181,0.2622650160476845,Medical & Healthcare,Myanmar,561.25
Investment Advisor,0.2,257,1852,0.1387688984881209,Leadership & Strategy,Laos,560.0
Medical Librarian,0.1,549,2812,0.1952347083926031,Hospitality,Cambodia,560.0
Marketing Analyst,0.4,1029,3263,0.3153539687404229,Sales & Marketing,Thailand,530.0
Janitorial Manager,0.4,355,1277,0.2779953014878621,Law Enforcement,Thailand,530.0
Retail Specialist,0.25,586,1618,0.3621755253399258,Leadership & Strategy,Vietnam,556.25
Talent Manager,0.3,223,1733,0.1286785920369302,Hospitality,Philippines,550.0
Professional Services Consultant,0.4,805,2344,0.3434300341296928,Communication & PR,Thailand,530.0
Hvac Design Engineer,0.41,424,1631,0.2599632127529123,Communication & PR,Thailand,524.5
Flight Coordinator,0.15,676,3031,0.2230287033982184,Law Enforcement,Myanmar,561.25
Personal Caregiver,0.15,523,2011,0.2600696171059174,Supply Chain & Logistics,Myanmar,561.25
Groundman,0.05,287,1370,0.2094890510948905,Administrative & Clerical,Cambodia,580.0
Accounting Tutor,0.05,917,4008,0.2287924151696606,Medical & Healthcare,Cambodia,580.0
Forensic Specialist,0.55,85,743,0.1144010767160161,Supply Chain & Logistics,Malaysia,458.75
Metallurgist,0.2,76,658,0.1155015197568389,Construction,Laos,560.0
Pharmacy Analyst,0.25,508,1517,0.3348714568226763,Hospitality,Vietnam,556.25
Caregiver,0.05,608,2504,0.242811501597444,Communication & PR,Cambodia,580.0
Beverage Server,0.2,440,1748,0.2517162471395881,Supply Chain & Logistics,Laos,560.0
Regional Sales Manager,0.35,1003,3153,0.3181097367586425,Law Enforcement,Indonesia,541.25
Financial Coordinator,0.45,571,1820,0.3137362637362637,Communication & PR,Malaysia,516.25
Firearms Instructor,0.15,349,1315,0.2653992395437262,Hospitality,Myanmar,561.25
Merchandising,0.1,747,3111,0.2401157184185149,Communication & PR,Cambodia,560.0
Junior Copywriter,0.15,1266,5425,0.2333640552995391,Data & IT,Myanmar,561.25
Customer Service Manager,0.1,1071,4143,0.2585083272990586,Communication & PR,Cambodia,560.0
Communications Associate,0.5,207,1797,0.1151919866444073,Data & IT,Malaysia,487.5
Salon Receptionist,0.2,187,1029,0.1817298347910592,Law Enforcement,Laos,560.0
Network Support Engineer,0.55,141,1049,0.1344137273593899,Supply Chain & Logistics,Malaysia,458.75
Revenue Officer,0.05,837,3156,0.2652091254752852,Construction,Cambodia,580.0
Reservationist,0.4,570,2011,0.2834410740924913,Communication & PR,Thailand,530.0
Attorney General,0.15,774,3080,0.2512987012987013,Law Enforcement,Myanmar,561.25
Organizational Psychologist,0.1,516,2072,0.249034749034749,Leadership & Strategy,Cambodia,560.0
Business Data Analyst,0.5,207,1500,0.138,Sales & Marketing,Malaysia,487.5
Academic Administrator,0.1,858,3596,0.2385984427141268,Construction,Cambodia,560.0
Clinical Operations Manager,0.05,1054,3699,0.2849418761827521,Hospitality,Cambodia,580.0
Pediatric Dentist,0.12,397,1444,0.2749307479224376,Medical & Healthcare,Myanmar,574.0
Assistant Property Manager,0.3,218,1323,0.164777021919879,Administrative & Clerical,Philippines,550.0
Technical Product Manager,0.7,183,1474,0.1241519674355495,Leadership & Strategy,Singapore,380.0
Executive Producer,0.65,182,1302,0.1397849462365591,Law Enforcement,Singapore,410.0
Assistant Art Director,0.4,658,2252,0.2921847246891652,Data & IT,Thailand,530.0
Auto Appraiser,0.11,341,1596,0.2136591478696742,Law Enforcement,Myanmar,578.25
Installation Manager,0.18,673,2670,0.2520599250936329,Data & IT,Laos,569.0
Funeral Director,0.05,323,1322,0.2443267776096823,Construction,Cambodia,580.0
Network Consultant,0.38,1009,3292,0.3065006075334143,Construction,Thailand,541.0
Real Estate Sales Agent,0.1,959,4017,0.2387353746577047,Supply Chain & Logistics,Cambodia,560.0
Communications Consultant,0.57,139,1033,0.1345595353339787,Leadership & Strategy,Singapore,458.0
Screen Printer,0.25,197,1708,0.1153395784543325,Supply Chain & Logistics,Vietnam,556.25
Transportation Engineer,0.2,182,1382,0.1316931982633864,Supply Chain & Logistics,Laos,560.0
Civil Structural Engineer,0.2,6,46,0.1304347826086956,Hospitality,Laos,560.0
Merchandiser,0.25,658,1759,0.374076179647527,Law Enforcement,Vietnam,556.25
Social Services Specialist,0.25,615,1771,0.3472614342179559,Leadership & Strategy,Vietnam,556.25
Chinese Teacher,0.2,8,31,0.2580645161290322,Communication & PR,Laos,560.0
Mammographer,0.3,109,1059,0.1029272898961284,Administrative & Clerical,Philippines,550.0
Clinical Trial Associate,0.5,162,1197,0.1353383458646616,Administrative & Clerical,Malaysia,487.5
Corporate Paralegal,0.35,458,1638,0.2796092796092796,Medical & Healthcare,Indonesia,541.25
Associate Marketing Manager,0.45,834,2992,0.2787433155080214,Hospitality,Malaysia,516.25
Project Accountant,0.1,911,3889,0.2342504499871432,Leadership & Strategy,Cambodia,560.0
Court Administrator,0.1,526,2215,0.237471783295711,Data & IT,Cambodia,560.0
Manager Trainee,0.1,1040,4010,0.2593516209476309,Administrative & Clerical,Cambodia,560.0
Curriculum Designer,0.6,170,1325,0.1283018867924528,Hospitality,Singapore,440.0
Arabic Linguist,0.7,113,859,0.1315483119906868,Sales & Marketing,Singapore,380.0
Construction Manager,0.15,930,3696,0.2516233766233766,Communication & PR,Myanmar,561.25
Education Specialist,0.45,462,1578,0.2927756653992395,Data & IT,Malaysia,516.25
Mascot,0.05,447,1699,0.2630959387875221,Medical & Healthcare,Cambodia,580.0
Sql Database Administrator,0.6,149,1090,0.136697247706422,Data & IT,Singapore,440.0
Title Examiner,0.5,124,938,0.1321961620469083,Law Enforcement,Malaysia,487.5
Store Detective,0.3,73,516,0.1414728682170542,Administrative & Clerical,Philippines,550.0
Public Health Analyst,0.1,852,3587,0.2375243936437134,Law Enforcement,Cambodia,560.0
Transport Driver,0.15,317,1305,0.242911877394636,Supply Chain & Logistics,Myanmar,561.25
Business Banking Relationship Manager,0.65,166,1126,0.147424511545293,Hospitality,Singapore,410.0
Runner,0.2,54,363,0.1487603305785124,Administrative & Clerical,Laos,560.0
Background Investigator,0.3,166,1121,0.1480820695807315,Construction,Philippines,550.0
Office Support,0.25,615,1612,0.3815136476426799,Medical & Healthcare,Vietnam,556.25
Mathematician,0.55,75,736,0.1019021739130434,Hospitality,Malaysia,458.75
Property Administrator,0.2,235,2169,0.1083448593822037,Communication & PR,Laos,560.0
Computer Science Teacher,0.25,208,1526,0.1363040629095675,Leadership & Strategy,Vietnam,556.25
Busser,0.1,421,1614,0.2608426270136307,Data & IT,Cambodia,560.0
Technical Director,0.3,283,2227,0.1270767849124382,Construction,Philippines,550.0
Assistant Librarian,0.3,171,1005,0.1701492537313433,Construction,Philippines,550.0
Manufacturing Technician,0.4,432,1757,0.2458736482640865,Data & IT,Thailand,530.0
Programming,0.3,222,1383,0.1605206073752711,Construction,Philippines,550.0
Power Plant Engineer,0.15,152,626,0.242811501597444,Medical & Healthcare,Myanmar,561.25
Researcher,0.25,1028,2939,0.3497788363388908,Supply Chain & Logistics,Vietnam,556.25
Endocrinologist,0.1,315,1321,0.2384557153671461,Construction,Cambodia,560.0
Maintenance Manager,0.4,407,1380,0.294927536231884,Construction,Thailand,530.0
Informatics Nurse,0.35,114,761,0.1498028909329829,Supply Chain & Logistics,Indonesia,541.25
Commercial Real Estate Broker,0.15,938,3670,0.2555858310626703,Administrative & Clerical,Myanmar,561.25
Professor,0.1,689,3062,0.2250163291966035,Sales & Marketing,Cambodia,560.0
Clinical Consultant,0.2,8,54,0.1481481481481481,Construction,Laos,560.0
Acquisition Specialist,0.25,202,1427,0.1415557112824106,Leadership & Strategy,Vietnam,556.25
Valet,0.3,65,557,0.1166965888689407,Communication & PR,Philippines,550.0
Realtor,0.2,250,2186,0.1143641354071363,Medical & Healthcare,Laos,560.0
Chef Assistant,0.2,356,1506,0.2363877822045152,Communication & PR,Laos,560.0
Administrative Manager,0.5,288,2547,0.1130742049469964,Construction,Malaysia,487.5
Front Desk Supervisor,0.35,194,1236,0.156957928802589,Sales & Marketing,Indonesia,541.25
Business Controller,0.55,126,1017,0.1238938053097345,Communication & PR,Malaysia,458.75
Digital Strategist,0.3,308,2225,0.1384269662921348,Medical & Healthcare,Philippines,550.0
Housing Coordinator,0.15,673,2555,0.2634050880626223,Leadership & Strategy,Myanmar,561.25
Logger,0.1,188,626,0.3003194888178914,Leadership & Strategy,Cambodia,560.0
Mental Health Assistant,0.15,644,2545,0.2530451866404715,Law Enforcement,Myanmar,561.25
Technical Sales Engineer,0.28,736,2103,0.3499762244412743,Leadership & Strategy,Philippines,560.0
Office Associate,0.15,982,3843,0.2555295342180588,Communication & PR,Myanmar,561.25
Apparel Designer,0.05,823,3763,0.2187084772787669,Construction,Cambodia,580.0
Classroom Aide,0.1,454,1797,0.2526432943795214,Construction,Cambodia,560.0
